P(topic 1),P(topic 2),P(topic 3),P(topic 4),P(topic 5),P(topic 6),P(topic 7),P(topic 8)
0.00785346898890002,0.007853616270912283,0.007853539609468541,0.007853344296177288,0.007854612207736348,0.007853737062585258,0.00785366570454842,0.9450240158596719
0.0076942628462476105,0.007694669475389947,0.007694105902190254,0.007694330308825279,0.007694922279478436,0.00769469937739878,0.9461364502420206,0.0076965595684490755
0.006765428404355223,0.00676535598331566,0.0067648789256683686,0.006764905252776198,0.006767713235601036,0.006765070115245064,0.006765201187570022,0.9526414468954684
0.00784107389033427,0.007840230933987719,0.007839654730046249,0.00783965124719407,0.007841159551466671,0.007839995771971319,0.007839992973309055,0.9451182409016907
0.005621700853675948,0.00562225540241568,0.005621752027697708,0.00562156044495379,0.0056227670514555446,0.005622062271023561,0.005621995062819243,0.9606459068859585
0.004603941981782998,0.004603922632785367,0.0046037313894246035,0.004603808061227048,0.004605062295563745,0.004603968778837702,0.004603986517586318,0.9677715783427923
0.006811091539940608,0.006810959254278777,0.00681077598449706,0.006810340670659181,0.0068114662140048325,0.006810632399465528,0.0068107269663810945,0.952324006970773
0.0054484827475411194,0.005448522315392172,0.005448405622780547,0.0054482109798320594,0.005449311950837362,0.005448583954323356,0.005448612250274887,0.9618598701790184
0.00671939896178482,0.006719504881250694,0.006718943652646296,0.006719740094697299,0.0067202049967704175,0.006719316117627322,0.006719220729807891,0.9529636705654152
0.008925499180799315,0.008926192367981424,0.008925239656741963,0.9375125153770169,0.008926750925796385,0.008925744416976224,0.008926043851369365,0.008932014223318484
0.006400958477144057,0.00640116827014516,0.0064011086469517595,0.006401440693833066,0.006401849230162616,0.0064014774881912566,0.006401435040683547,0.9551905621528886
0.005304972088762444,0.005304973830038868,0.005304932947429497,0.005304915891812073,0.005306351241051646,0.005305339268030618,0.005305028804203906,0.9628634859286709
0.0046699024856557345,0.004670334108265167,0.00466992140484565,0.004669825458674304,0.004670705676194677,0.00467008053362421,0.004670012596636796,0.9673092177361036
0.004450565285840426,0.004450739124442404,0.00445045467132685,0.004450468195678901,0.004451134227335935,0.004450673848401687,0.004450832776163708,0.96884513187081
0.0074896769336219296,0.007489668341791444,0.007489117377288025,0.007489278391836651,0.007490244602904621,0.007491866841481979,0.007489766909249906,0.9475703806018255
0.008055231395754262,0.008055041337011725,0.008055177768039497,0.008055006559546057,0.008057079492640179,0.008055681406248533,0.00805547051526213,0.9436113115254976
0.006942623998441055,0.006941920267357264,0.006941735122898629,0.006941487552050801,0.006942488651761083,0.00694200897742094,0.006942222095038761,0.9514055133350314
0.005785121687441904,0.005785588440226464,0.005784716616176871,0.005784745698920391,0.005787392544605538,0.005784975325412725,0.005785209674923106,0.959502250012293
0.008304994135845978,0.008305209481153798,0.008304879132050311,0.008305215940055712,0.008305579014537845,0.008305132517852039,0.008305206214264005,0.9418637835642404
0.004831076442886091,0.004831328208975777,0.004831008355501843,0.00483107995373226,0.004831651898073823,0.004831328914779606,0.004831243394478513,0.9661812828315721
0.005784377408430049,0.0057845432970716135,0.005784348639805313,0.005784313631635526,0.0057860095607059564,0.0057846899639140146,0.005784530052678646,0.9595071874457589
0.008747149215273116,0.9387675870927877,0.008746563991353346,0.008747132704271443,0.008748005941345822,0.00874731538791651,0.008747319945827885,0.008748925721224139
0.008082842159112669,0.00808450223953687,0.008082770665480665,0.008083534789498206,0.008084048101240462,0.008083108344361505,0.00808313919277027,0.9434160545079993
0.010845628657866816,0.010848312104547174,0.010845304312401598,0.924067071635253,0.010848269263744948,0.010846233992389301,0.010846840468689672,0.010852339565107621
0.00919434752637021,0.9356326299782733,0.00919391081554405,0.009195004866245398,0.009196410203225982,0.009194654243749486,0.009194719916695808,0.009198322449895704
0.0082678417572497,0.008270951987480228,0.00826754063777057,0.008267796731106515,0.9421200560631218,0.008268141316357402,0.008268204471506068,0.008269467035407783
0.012262705725432163,0.012264999721821383,0.012262963618046826,0.012262699671912954,0.01227373927498846,0.012263881883388611,0.012263158117743622,0.914145851986666
0.00950476392570464,0.009505896475040864,0.009504246012391835,0.00950463525833406,0.00950706659577382,0.9334564451495477,0.009505948703738306,0.009510997879468672
0.011770538591277665,0.011772203658441628,0.011770358171686974,0.011770827479409655,0.9175974633862465,0.01177085978429601,0.011771638301372126,0.01177611062726956
0.009623980599413922,0.009625223814665247,0.009623410289588236,0.009624158015244657,0.009627318613048191,0.009624495417591174,0.009623999038035817,0.9326274142124127
0.010384216836815221,0.010383944405550904,0.010382403991990717,0.010382690450584167,0.9273076329394975,0.01038457278843311,0.010383596746290916,0.010390941840837477
0.010396915345027163,0.010399436472538605,0.01039700881145594,0.010396799226764026,0.010403119008113894,0.010397422679165158,0.010397375204136926,0.9272119232527983
0.010481676435205787,0.010483512813534214,0.010481656283531244,0.010481460992822727,0.9266232787297035,0.010481952061287826,0.010481497890312646,0.010484964793602216
0.008732667691111293,0.9388615669178587,0.008732393754390876,0.008732840179365447,0.008737683233419391,0.008733375995779846,0.008733025919310586,0.008736446308763812
0.010230369627832591,0.01023102096873968,0.010230815986274967,0.010230339843559123,0.9283788709699919,0.010231722521510004,0.010231519940605747,0.010235340141485881
0.008538065777348338,0.00853926875738077,0.00853803764491592,0.008538462339713532,0.9402283878049895,0.008538613806793289,0.008538313318709589,0.008540850550149078
0.01083026073980333,0.01083129782517281,0.010830382331588033,0.010830155926302855,0.9241817462174964,0.01083105444443158,0.010831245440406563,0.010833857074798446
0.012426234555343215,0.9130059002356775,0.012425027350514279,0.012424804344288403,0.012434967796258634,0.012426534703531463,0.012425920556901239,0.012430610457485227
0.014125709028928717,0.014127025845062303,0.01412517540963584,0.014126476557165151,0.9011128995083635,0.014126178304173518,0.014127948080225008,0.014128587266446087
0.009995383157710138,0.009996650778894577,0.009995518274217487,0.009995373886260138,0.9300243216605549,0.009996290244223485,0.009996142969709066,0.010000319028430184
0.011596521913177357,0.9188108053901383,0.011596304251881174,0.011596433572582223,0.011602691660153335,0.011597972449694533,0.011597739562501135,0.011601531199872025
0.012413794313984483,0.012414912968065605,0.012413687207220385,0.01241396219217344,0.9130978657388137,0.012413885065714508,0.012414658725616144,0.01241723378841181
0.01069187314189365,0.010694054168990956,0.010691075491166806,0.010691581149030552,0.010695093204376222,0.010691586396562223,0.010692041729490679,0.9251526947184887
0.010132810736253137,0.0101344563429013,0.01013270546273971,0.010133419459707856,0.01013651056846363,0.01013308544237713,0.010132996125515747,0.9290640158620415
0.9216344595902198,0.011194208678377554,0.011192510034708267,0.01119313060533953,0.011198951123287525,0.011194062185045608,0.011194270936081491,0.011198406846940253
0.011018753439426933,0.011019175373096768,0.011017717514891728,0.01101818370734329,0.9228672229869752,0.011018520737456194,0.011019130948196657,0.01102129529261318
0.010635519838363836,0.010636416654054962,0.010635149266508947,0.010635319262559362,0.9255482140454887,0.010635894402741786,0.01063610368630446,0.010637382843978105
0.009998695947887248,0.9300041810646895,0.00999874742009732,0.009997871283950783,0.010002310807895612,0.009998692626795723,0.009998828891403081,0.010000671957280792
0.01012316502915845,0.010123353724839489,0.010122648075522695,0.010122495977540846,0.010124891524370908,0.9291331572808079,0.010122954951428115,0.010127333436331456
0.009587207629671524,0.009587622028651169,0.009587175666660282,0.009586833417309332,0.009588805599836265,0.9328852885182701,0.009587398439715926,0.00958966869988526
0.9320932672571306,0.009701222748254926,0.009699087251305945,0.009698967994816312,0.009702321456547789,0.009699715676029624,0.00970059853147708,0.009704819084437728
0.010531759116305538,0.9262764200229052,0.010530342297613684,0.010530148572729318,0.010534381386786511,0.01053180005133882,0.010531093869605912,0.010534054682715175
0.00994389612046581,0.009944877856297111,0.00994329957515501,0.009943456068678639,0.009946756712844078,0.009944048483671999,0.009943992973616473,0.9303896722092709
0.011149137112660766,0.011150724861776524,0.011148374965321112,0.011149030247117142,0.9219489719142567,0.011149685889399316,0.011149572833213496,0.011154502176254874
0.009582707272192268,0.009582878417985063,0.009581662962466313,0.009581965822480488,0.9329192059568199,0.009584038908195853,0.009582866756428035,0.009584673903432065
0.007546100658631752,0.9471722840584167,0.007546095416362081,0.007546042482103663,0.007549509440630164,0.007546218756925824,0.007546286364898447,0.007547462822031268
0.008945359753420543,0.008946330941207203,0.008944737497385448,0.008944833497491622,0.008948293574770817,0.9373769285358015,0.008945205929872892,0.008948310270050032
0.008420913825089126,0.9410458676818513,0.008420552044284157,0.008421257770091324,0.008422753017793005,0.008421557232507053,0.008421519487377743,0.008425578941006248
0.01090642165602843,0.010906855943179389,0.010906111605834117,0.010906215410287747,0.010907560495278103,0.010906150129889823,0.010906518579008855,0.9236541661804936
0.012133114041545658,0.9150653662006069,0.012131889094833828,0.012132522322645074,0.012133524518177985,0.012132713155472643,0.012133174201250712,0.012137696465467295
0.008467312873210937,0.008468107725332873,0.008466816024641407,0.008467260951988041,0.008470931190264232,0.008467398310487687,0.9407225296335062,0.008469643290568638
0.009492994154211055,0.009493948618639576,0.009493634020813674,0.00949284050070688,0.9335426068183355,0.009493656698480676,0.009493605562194569,0.00949671362661799
0.008590625364071397,0.008591162951668863,0.008590362446054782,0.008590476129886376,0.008592673610624872,0.008593539433485672,0.9398567175941516,0.008594442470056418
0.00972898975028068,0.009730067000954147,0.009728726752357385,0.0097291303002021,0.009732341093531426,0.00973170270622879,0.9318857269487552,0.009733315447690254
0.00789641116449536,0.007896740502683788,0.00789607423171753,0.007896768625144343,0.007898587005860583,0.007899288936512044,0.9447162113565071,0.007899918177079322
0.008433088496657708,0.008434180260724542,0.008432884767404366,0.940944355268094,0.00843664006937066,0.008438710461334162,0.008443051875452539,0.008437088800962023
0.010190336080566484,0.010190805825709227,0.01018990414134005,0.010189950554104285,0.9286557497390027,0.010196762885823288,0.010193647885987214,0.010192842887466963
0.008023371481704983,0.008023578267233806,0.008023264593919575,0.008023336221768675,0.008026078554917566,0.00802828557781069,0.008026178983248203,0.9438259063193963
0.00773059240040135,0.007730770943901796,0.007730189259724861,0.007730832245358293,0.007732091674716921,0.9458786269142445,0.007733487846182056,0.007733408715470278
0.010785057712668328,0.010787208431162909,0.01078436434684144,0.010785591728470625,0.010788914662346105,0.010788122331693784,0.9244908926516554,0.010789848135161314
0.00830106044925284,0.008301432737407714,0.008300657875900449,0.008301142213351738,0.008303036412763665,0.9418861995987811,0.008303067211160522,0.008303403501381918
0.009511706828728083,0.009512632654258717,0.009511645251508717,0.00951171360748042,0.009513778175806368,0.009514452751573144,0.9334105819943128,0.009513488736331708
0.009888803630913285,0.009889338638482185,0.009888813575487867,0.009888800301042194,0.930770910837851,0.009890299143618757,0.009891088327908736,0.009891945544695822
0.01240647246006058,0.012407152952137472,0.012406434513658188,0.012406591913502607,0.012408217744812383,0.012413147625639732,0.012409092971345527,0.9131428898188434
0.009526494372419933,0.009526543550413918,0.009525775376278706,0.009525852168310344,0.009528385139277989,0.9333102154470925,0.009527670390543395,0.009529063555663218
0.009429282188296416,0.009429932003051264,0.009429036703850934,0.009429380041680901,0.00943107521307449,0.9339875557461744,0.00943065538461207,0.00943308271925955
